Table S8. Normalized and imputed Genus abundance quantification table for all samples (log10-transformed),,,,,,,,,,,,,,,,,,,,,,
Genus,S10HC,S10HE,S1HC,S1HE,S2HC,S2HE,S3HC,S3HE,S4HC,S4HE,S5HC,S5HE,S6HC,S6HE,S7HC,S7HE,S8HC,S8HE,S9HC,S9HE,TOTAL,PERCENTAGE
Lactobacillus,5.66083412,0.03889236,3.30604634,0.03889236,0.03889236,3.48662757,0.03889236,3.30407843,0.03889236,0.03889236,4.19177928,3.86135901,3.72468713,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,2.72146619,0.03889236,30.72358639,0.156204671
Lactococcus,0.04753511,3.51234851,0.04753511,20.01814789,0.04753511,10.93889313,7.76870985,0.04753511,0.04753511,0.04753511,0.04753511,0.04753511,3.90469682,3.19238898,0.04753511,0.04753511,0.04753511,0.04753511,0.04753511,0.04753511,50.00067672,0.254213137
Latilactobacillus,0.01296412,3.86766033,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.38076288,0.01296412,0.01296412,0.01296412,3.6920342,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,11.16084745,0.056743913
Lautropia,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.297521421,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.379627527,0.017182682
Lawsonella,0.05185649,0.05185649,3.61992306,0.05185649,3.69288586,0.05185649,3.70317202,0.05185649,0.05185649,0.05185649,0.05185649,15.22769173,0.05185649,0.05185649,8.33311724,11.79631277,0.05185649,0.05185649,3.90967888,3.94729816,54.8523576,0.278880023
Legionella,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.61687178,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.781083992,0.03956054
Lentimicrobium,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.368574915,0.004321374,0.004321374,0.004321374,3.450681021,0.017543931
Leptotrichia,0.02592824,0.02592824,3.95408008,0.02592824,3.01409236,3.27418144,0.02592824,3.52989661,0.02592824,0.02592824,0.02592824,0.02592824,6.57396002,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,20.73513411,0.105421443
Leuconostoc,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.252574573,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.334680679,0.016954163
Levilactobacillus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.555700312,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.637806418,0.018495313
Ligilactobacillus,3.4259435,3.4252679,3.4242276,3.4232921,3.4247752,3.4257946,4.2231665,6.6940773,3.4245743,3.4258888,3.426672,7.105742,3.4209201,0.0172855,3.4218013,3.4240553,3.4267878,3.4265628,3.4270467,3.4270023,72.8408836,0.370337178
Longimicrobium,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.287317817,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.369423923,0.017130805
Luteimonas,0.0821061,0.0821061,3.2767695,1.6478505,8.9670053,9.9714089,6.1809798,3.5135485,8.6632435,10.0629296,10.3096853,6.900879,51.8232776,0.0821061,17.742884,6.9668465,3.7591925,10.28253,6.308379,6.3152102,172.938938,0.879255098
Luteolibacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.729532327,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.811638433,0.019379109
Lysobacter,0.02160687,0.02160687,4.04823471,3.20794744,0.02160687,3.36672104,0.02160687,3.38940562,0.02160687,0.02160687,0.02160687,0.02160687,3.44656259,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,17.78297445,0.090412091
Macellibacteroides,0.004321374,0.004321374,0.004321374,3.491550531,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.573656637,0.018169163
Marinobacter,0.02592824,0.02592824,3.44428084,0.02592824,0.02592824,0.02592824,7.70429297,6.26132665,0.02592824,0.02592824,0.02592824,0.02592824,3.26191676,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,21.08666906,0.107208715
Marinococcus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.297521421,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.379627527,0.017182682
Marinomonas,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.097855451,0.008642748,0.008642748,4.326887383,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.580312298,0.038539778
Marivita,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.81583784,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.561728042,7.533135346,0.038299921
Marmoricola,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.641670816,0.008642748,0.008642748,0.008642748,3.668411806,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.465652086,0.037956823
Massilia,0.08642748,0.08642748,10.98381758,7.56905967,0.08642748,22.5455461,3.59760124,11.27141721,3.35888241,0.08642748,0.08642748,3.97193704,0.08642748,0.08642748,0.08642748,10.91780722,0.08642748,0.08642748,0.08642748,0.08642748,75.25319823,0.382601853
Megamonas,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.45205658,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.534162686,0.017968368
Mesorhizobium,0.008642748,3.636136899,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.516699367,0.008642748,0.008642748,7.30840573,0.037157352
Methylobacillus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.047815879,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.129921985,0.01591313
Methylobacterium_Methylorubrum,0.02160687,0.02160687,0.02160687,4.01757407,0.02160687,3.55228937,3.25207568,0.02160687,3.35202476,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,3.68723031,0.02160687,0.02160687,18.18529724,0.092457578
Microbacterium,0.004321374,0.004321374,3.984496429,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.066602535,0.020675396
Micrococcus,10.805922,10.016818,69.848428,35.110963,10.846778,17.185151,9.032702,4.838869,7.687784,10.214693,13.780151,10.370765,44.885329,7.472643,41.550973,49.675328,13.95865,10.55029,14.080662,10.515963,402.428862,2.046026376
Microvirga,0.0172855,0.0172855,0.0172855,3.6391755,0.0172855,0.0172855,0.0172855,3.4285322,3.3988334,0.0172855,0.0172855,3.8397521,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,14.5828612,0.074142094
Minicystis,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.35297075,3.653350036,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.16189025,0.036412439
Mitsuokella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.643891573,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.725997679,0.018943695
Mobilicoccus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.833607321,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.915713427,0.019908246
Modestobacter,0.01296412,0.01296412,3.70594008,0.01296412,0.01296412,0.01296412,0.01296412,3.53331786,0.01296412,0.01296412,0.01296412,3.91005407,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,11.36970205,0.05780577
Moellerella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.696124217,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.778230323,0.014125062
Moraxella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.319486332,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.401592438,0.017294356
Morganella,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.491261845,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.573367951,0.018167696
Murdochiella,0.004321374,0.004321374,0.004321374,0.004321374,3.168427958,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.250534064,0.016526346
Mycetocola,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.528486223,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.610592329,0.018356952
Mycobacterium,3.45187173,3.45119612,3.45015588,3.44922034,15.38670763,2.75133621,2.38367468,4.71323868,6.27621666,3.37812913,7.90650184,11.52429918,0.04321374,3.44519255,0.04321374,0.04321374,6.91807754,3.45249102,3.4529749,3.45293051,88.97385582,0.452360337
Nakamurella,0.008642748,0.008642748,0.008642748,3.454493363,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.694437515,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.304500342,0.037137496
Neisseria,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,14.99494234,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,0.03457099,6.83266119,3.33858851,3.01772357,0.03457099,28.73705145,0.146104742
Nesterenkonia,0.02160687,0.02160687,11.26975582,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,0.02160687,4.07931129,0.02160687,0.02160687,3.48773279,0.02160687,0.02160687,0.02160687,0.02160687,19.20411669,0.097637453
Nevskia,3.222594378,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.304700484,0.016801738
NK4A214_group,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.609261043,0.004321374,0.004321374,3.691367149,0.018767626
Nocardioides,0.06914198,0.06914198,3.7884417,11.0149499,0.06914198,10.76481502,0.06914198,16.66512519,3.62672096,3.35808245,4.02423601,0.06914198,0.06914198,0.06914198,0.06914198,3.5352679,0.06914198,0.06914198,0.06914198,0.06914198,57.60734289,0.292886903
Nonomuraea,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.351225877,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.433331983,0.017455726
Not_Assigned,52.75361,39.74385,47.82673,121.66415,59.81564,202.44919,61.45607,205.40314,55.8855,51.50346,46.16992,78.9901,76.6742,80.51516,26.47524,55.61328,36.20382,52.01035,28.84933,52.12967,1432.13241,7.281238899
Noviherbaspirillum,0.008642748,0.008642748,0.008642748,3.852340018,0.008642748,0.008642748,0.008642748,0.008642748,3.435930059,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.443839541,0.037845924
Novosphingobium,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.140121849,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.222227955,0.021466626
Oceanivirga,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.884023947,0.004321374,0.004321374,0.004321374,3.966130053,0.020164574
Oceanobacillus,0.008642748,0.008642748,0.008642748,3.495871905,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,4.074119431,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.7255608,0.039278249
Oceanobacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.651249578,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.733355684,0.01389691
Ochrobactrum,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.772187419,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.854293525,0.019595976
Olsenella,0.004321374,0.004321374,0.004321374,0.004321374,3.293292281,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.375398387,0.01716118
Ornithinibacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.598440854,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.68054696,0.018712614
Ornithinicoccus,0.004321374,0.004321374,0.004321374,3.705375346,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.787481452,0.01925629
Ornithinimicrobium,0.02592824,0.02592824,0.02592824,11.02100997,0.02592824,3.91081488,0.02592824,3.92775496,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,0.02592824,3.41290261,0.02592824,0.02592824,0.02592824,0.02592824,22.68733426,0.115346807
Oryzihumus,0.004321374,0.004321374,0.004321374,3.667594643,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.749700749,0.019064206
Oxalicibacterium,0.01296412,0.01296412,0.01296412,4.00893133,0.01296412,0.01296412,0.01296412,6.48122462,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,10.72351011,0.054520405
P3OB_42,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.23911156,2.700445591,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.095126615,0.030988806
Paenibacillus,0.004321374,0.004321374,0.004321374,3.263169108,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.345275214,0.017008028
Pajaroellobacter,0.008642748,0.008642748,3.342709976,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.515084243,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.013363683,0.035657301
Paracoccus,17.17874,17.47818,50.36041,46.51617,17.19929,31.23896,16.49036,29.31693,13.1739,20.00144,24.02516,28.14179,15.42616,15.75518,28.36795,27.58978,17.3147,10.12246,23.16466,15.85343,464.71565,2.362704485
Paraoerskovia,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.452790252,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.534896358,0.017972099
Parvimonas,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,3.293752587,3.789637722,0.008642748,0.008642748,7.238959773,0.036804275
Pectobacterium,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.348649377,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.430755483,0.017442626
Pedobacter,0.01296412,0.01296412,0.01296412,3.82979322,0.01296412,3.22345105,0.01296412,3.68169976,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,10.95533407,0.055699043
Pedomicrobium,0.008642748,0.008642748,3.150936236,0.008642748,0.008642748,0.008642748,0.008642748,3.097855451,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.404361151,0.032561014
Pelomonas,0.004321374,0.004321374,0.004321374,3.353300868,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.435406974,0.017466275
Peptoclostridium,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.555700312,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.637806418,0.018495313
Peptococcus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.287317817,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.369423923,0.017130805
Peptoniphilus,3.40835576,0.03889236,0.03889236,0.03889236,3.60076034,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,7.69087213,6.53260339,0.03889236,3.69685078,2.92639995,0.03889236,0.03889236,3.33243977,31.6938828,0.161137846
Peptostreptococcus,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.88721089,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.20122026,3.63908795,0.01296412,0.01296412,10.94790914,0.055661293
Peredibacter,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.556301654,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.720513866,0.034168396
Phaselicystis,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.149175238,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.231281344,0.016428461
Phenylobacterium,0.0172855,0.0172855,7.7784824,0.0172855,0.0172855,3.2655387,0.0172855,3.2824716,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,14.6203462,0.074332675
Phreatobacter,3.5179794,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,3.7397405,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,3.3023953,3.5999544,3.335987,0.0172855,17.7553391,0.090271587
Pigmentiphaga,0.004321374,0.004321374,0.004321374,3.782527228,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.864633334,0.019648545
Pirellula,2.847072178,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,2.834356895,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,5.836998537,0.029676433
Piscibacillus,0.004321374,0.004321374,0.004321374,3.103574606,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.185680712,0.016196619
Planococcus,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.081669417,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.163775523,0.021169442
Planomicrobium,0.0172855,0.0172855,0.0172855,3.6391755,0.0172855,4.0122309,0.0172855,6.848554,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,14.7938139,0.075214619
Plantactinospora,0.004321374,0.004321374,0.004321374,3.228426943,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.310533049,0.016831392
PMMR1,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.766941653,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.849047759,0.019569305
Polaribacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.42858409,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.510690196,0.01784903
Polyangium_brachysporum_group,0.004321374,0.004321374,4.061329087,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.143435193,0.021066028
Pontibacter,0.0172855,0.0172855,4.02461,3.9101941,0.0172855,3.4872894,0.0172855,0.0172855,3.4859507,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,15.1846122,0.077201513
Porphyrobacter,0.004321374,0.004321374,0.004321374,3.353300868,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.435406974,0.017466275
Porphyromonas,0.04321374,0.04321374,0.04321374,3.33422906,0.04321374,6.77394539,0.04321374,0.04321374,0.04321374,0.04321374,0.04321374,0.04321374,3.66902384,0.04321374,0.04321374,0.04321374,13.87787323,6.36752571,0.04321374,0.04321374,34.67080333,0.176273088
Poseidonibacter,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.608619049,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,2.690725155,0.013680168
Prevotella,0.0172855,0.0172855,0.0172855,0.0172855,3.4822732,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,0.0172855,3.622468,0.0172855,6.5141414,0.0172855,0.0172855,0.0172855,13.9127361,0.070735048
Prevotella_7,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,6.673954491,0.008642748,0.008642748,0.008642748,6.838166703,0.034766566
Prevotella_9,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.394387212,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.476493318,0.017675166
Promicromonospora,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.107184195,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,4.189290301,0.021299164
Proteiniclasticum,0.03889236,0.03889236,0.03889236,3.81709822,0.03889236,0.03889236,3.43200864,3.4289582,0.03889236,0.03889236,19.63469934,3.94726191,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,0.03889236,34.84341171,0.177150662
Proteiniphilum,0.004321374,0.004321374,0.004321374,3.564079439,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,0.004321374,3.646185545,0.018537914
Pseudarcobacter,0.008642748,0.008642748,0.008642748,3.834613845,0.008642748,0.008642748,0.008642748,3.787769964,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,0.008642748,7.777953273,0.039544623
Pseudarthrobacter,0.06914198,0.06914198,17.22027687,0.06914198,0.06914198,11.43982433,0.06914198,3.87407229,3.92769081,0.06914198,0.06914198,0.06914198,0.06914198,0.06914198,0.06914198,14.50572762,0.06914198,0.06914198,0.06914198,3.64341079,55.57899043,0.282574366
Pseudoalteromonas,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.34811354,3.72515658,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,0.01296412,3.9639165,11.25757666,0.057235703
