Table S10. Processed feature quantification table of metabolomics data (log2-transformed),,,,,,,,,,,,,,,,,,,,,,,
feature,QC1,QC2,QC3,S10HC,S10HE,S1HC,S1HE,S2HC,S2HE,S3HC,S3HE,S4HC,S4HE,S5HC,S5HE,S6HC,S6HE,S7HC,S7HE,S8HC,S8HE,S9HC,S9HE
feature,QC,QC,QC,NEA,NEH,EA,EH,EA,EH,EA,EH,EA,EH,EA,EH,NEA,NEH,NEA,NEH,NEA,NEH,NEA,NEH
487.198086165713_17.334068,3.281875255,3.334469073,9.54454836,5.149802278,6.854941786,4.855866612,2.96498966,5.205275482,3.22540664,5.242622423,6.35340301,2.834122889,10.30919993,4.673610969,2.070589207,4.369037275,1.081798953,4.155230448,11.40456958,7.419239123,12.6012329,4.483308323,10.64169583
291.253648569008_24.93958,7.018583684,7.571418775,7.241387707,0.929059092,2.953411092,2.279620112,3.253607301,2.78149092,4.231036043,8.148920498,10.24859231,7.981851681,11.82588765,3.247998549,4.694692173,1.554614292,4.342331386,6.811890266,1.886548188,2.597252701,3.259083949,9.62162677,6.706665523
614.358631977163_22.553112,0.121353992,0.440574814,0.300591637,1.288853121,2.109856763,1.524681211,0.805831924,1.939732629,2.512922574,1.355622441,7.872954826,0.918647121,0.165947486,0.562248257,1.863706712,2.340153691,0.754269245,1.310769244,0.85522542,0.976289248,1.721326941,2.289814275,0.626704588
506.444239192386_25.923267,2.922065338,5.282502157,4.362912816,2.392117478,2.559023552,2.228940676,3.609331414,2.615301281,0.04421648,4.595827029,2.135878596,1.579478943,3.381011929,2.638445498,3.224558434,6.003597063,7.105421514,8.210024176,3.507414799,3.341019748,3.423408831,0.505125439,3.946509273
464.431564167846_28.546827,4.952678857,2.754018233,4.350058011,4.452131492,2.907028548,2.475746819,1.854023329,6.241555027,7.259094929,9.10685275,3.621859699,8.234549155,4.433579473,10.49336558,4.924739947,4.546116545,4.119762173,4.121591019,2.250353884,0.899517022,3.06551598,2.266663835,3.259205702
369.263801737942_16.930445,2.804189467,2.590701786,3.542657576,6.785397896,9.991311318,6.331144605,2.50153637,2.692247567,1.680229675,3.142755441,2.684497959,2.446122291,4.165086622,8.222230472,3.100403298,3.977945159,2.287307875,8.148380252,8.492830047,6.533536548,6.78040392,6.707547341,8.15589988
295.227643708145_24.511982,2.869672649,3.809944248,6.229800288,8.982903276,5.645469417,8.997308632,5.996440576,2.524635811,8.758640095,8.10740403,8.246371494,3.874831591,7.89217033,6.623684749,7.818589636,7.94001484,7.521430834,4.987634281,5.443751626,8.636221451,8.497093866,10.54317688,8.532184417
285.164014223888_18.725405,0.763679095,0.682905386,0.571176631,3.882173284,2.084648144,1.773705096,2.382085744,2.827905371,0.623226248,1.567361966,6.698739909,1.592085079,8.544759889,1.938847999,1.026540234,2.173939839,1.518058308,0.954916152,1.022470933,1.145633893,2.32230028,0.667593972,1.833709784
488.365136923825_27.251062,6.514922985,3.663397679,6.292301696,1.00311931,2.599520812,2.550871688,9.815631142,2.358694618,7.018444066,2.639066457,1.395060159,0.907143994,1.66372532,0.167493251,3.608752258,4.813217997,3.714857009,2.015543723,1.242524292,3.953539174,1.787246742,4.64647799,2.265802036
414.431121144111_29.908073,7.740853782,2.390614801,3.088479794,4.968493638,3.928881767,10.33883894,0.57026911,2.717801615,5.535550193,6.80430243,2.281416158,1.886698399,0.296079152,11.6364993,2.654272566,2.661541347,2.600180941,3.423408831,3.180139278,2.553852312,2.209526144,4.6697623,7.619583777
275.258827200746_26.086525,7.034655752,8.734755947,7.410718319,3.093442385,5.562002139,8.26478805,5.702145466,7.787973708,9.570140275,7.829937786,8.95119184,4.703822456,7.671965748,5.823205087,7.109428105,8.507086082,7.568244477,7.119983663,7.494790837,9.387610088,4.547973152,9.921104451,6.866043691
343.297328572257_21.418068,9.363447774,11.57022155,12.22923022,8.229052935,7.797373855,7.518403207,13.16262765,8.493234347,9.67268814,8.941034444,8.496041426,4.62310195,3.596769233,8.599673265,10.94812993,5.431807236,12.1077735,4.724985533,12.66515376,8.531905016,10.94034138,8.53378326,11.98965514
600.467587989291_25.508064,1.877619716,1.065652206,3.263970727,8.013486783,4.516227031,3.551721189,2.085877256,6.811751748,5.790811318,5.174572368,4.466643577,2.846365756,3.264091731,3.64981369,7.192828096,2.795869321,4.687648991,1.639385841,4.673061951,9.112724107,4.340576515,3.613875578,3.128665577
419.266406487975_19.42856,3.430267718,3.233459731,5.85780247,5.583815197,8.424583257,4.234310124,4.500269961,3.35409064,1.133716609,4.643285079,3.980380165,2.405853371,7.792112757,4.645629267,4.550574704,4.691579219,3.287227312,5.841848067,5.834058362,7.179084175,4.880180519,6.922656733,7.313196547
597.943805933777_27.648146,6.153096171,4.245924402,5.938371125,1.490510508,1.927943839,1.705400646,11.57590582,1.964484798,2.087351082,2.005323548,2.135382522,1.510120813,2.068067511,2.129909838,0.112609673,1.925823683,2.071382897,1.145921112,1.835609929,1.370106241,0.649553101,0.092210581,1.326652724
401.158711511753_16.406384,5.822455472,6.462487029,2.132723654,7.891462909,2.882859487,3.396346513,3.080219991,10.51252483,2.158284235,9.527201169,3.024732389,8.376930364,3.947219404,10.94076367,2.886200404,4.156095038,2.276693661,3.188171807,3.545631249,3.565052307,4.06659893,9.374128444,5.300819641
181.04894988639_14.461042,6.635620583,7.321856749,6.26237876,9.44167927,8.203338284,6.291384334,3.444559046,7.034130939,4.309538085,9.687763376,5.425148822,3.982952713,4.877480833,5.036595257,3.722282799,7.961565219,5.27177279,5.385524443,8.128201608,8.456892729,8.335596244,10.46788145,9.082509185
181.048825817104_12.978632,2.405365764,5.855725,5.526331615,10.42737901,6.122412461,4.24532884,0.843778235,6.793231227,4.798843271,5.875218842,3.390908346,8.327780726,6.579739004,2.685752173,5.119858632,5.577149714,1.517587301,3.652540786,7.375959982,8.32714346,8.089681199,5.482754161,6.252294068
671.475276239193_28.177055,7.195723623,2.902605795,4.83215032,4.854206976,4.818383419,8.71429998,3.092073282,1.79085262,4.940893537,5.476271602,7.180569367,2.558967688,7.631143038,2.327395429,6.159448198,9.626231502,3.852996153,8.089681199,6.245474029,9.628707861,4.003987727,5.41534364,7.945808242
539.419397110265_26.000828,3.926310945,9.129644513,4.588122482,2.564350535,6.45225622,5.204253084,7.493331672,1.622893449,4.86236539,6.550581263,6.310990862,2.813064724,6.406906508,1.551919299,4.110053106,3.468256253,4.812261524,3.833164036,4.41843949,3.880687228,6.972307176,2.542957455,8.059600276
415.211788286883_21.636293,0.201221968,0.360074906,0.210897246,9.924793942,3.035255347,0.926105873,1.786109466,1.8617893,1.370589659,1.241257606,1.53216461,0.592682482,0.82454695,3.19957003,0.792510979,1.158904265,0.851751242,1.556620337,0.268607669,3.085255411,1.882450987,3.018340284,1.653646631
443.269755850098_24.887505,1.442031731,0.760957779,1.953791324,2.700370206,11.61000058,2.538724232,0.408204082,0.160006943,13.4414935,1.841949752,13.77582903,1.088935412,1.84719959,2.980939823,4.763944274,1.730064694,6.385491078,1.535715139,1.597073937,2.360177615,2.667214638,1.939045313,2.393496896
655.485572089816_28.169588,2.665126993,4.506817764,3.214317069,1.74440138,1.938599941,1.024792284,10.80195299,2.066086499,2.341171618,0.697004551,0.259066347,2.82743146,1.924665918,1.827287091,1.075156732,1.425563773,1.295586881,0.980300081,0.919201559,0.951002467,1.762817743,0.934517153,2.287669246
385.381209467353_26.536238,3.030084801,6.060559715,1.624395635,5.857220895,9.812891731,4.194955215,6.413628754,3.854598452,2.038491844,1.304458513,1.734840041,4.478439166,1.955827123,3.628749246,1.135508439,1.474281865,2.797238549,2.866770068,0.298756482,1.191651893,1.612919473,4.018354388,7.855373394
401.160015497062_14.469804,5.033269781,3.592240578,4.387074047,6.692128969,7.513451276,4.115734113,1.937943069,8.880789453,2.09670239,8.243811947,4.573377308,4.087731929,5.46145535,8.138668276,5.498823233,5.783007102,4.294682108,8.069659261,5.176315205,5.318615966,7.083313706,7.931623417,9.927925412
715.5224756855_25.973274,4.326877432,3.898391793,5.846479791,1.650080933,5.046600651,9.074782864,5.09133611,3.498263601,6.406514895,9.574362611,4.426352311,3.024987821,7.732897223,7.922422641,5.689624494,2.436865197,7.138115989,4.340576515,3.751404295,5.467367862,3.153299033,3.819813076,4.240154997
413.288934981554_12.9976635,3.231631379,0.143691815,3.86059869,4.589398029,3.475624922,6.802508437,6.615795344,4.993630669,2.672618403,2.703238005,7.371346496,3.432348578,8.526784703,5.840074493,7.74415842,4.077307575,3.640484764,3.739238883,3.781786077,3.955718942,0.062531428,4.437781556,3.317167637
407.368443998711_27.730478,6.597715977,6.009804092,5.871905798,2.728326043,1.732512045,7.733047877,4.197151878,0.614554978,0.63152046,4.130079207,2.323663729,2.756282677,3.507727013,1.714400905,2.398132604,3.632244119,10.01628098,7.639980752,1.90857264,2.442041705,2.372092844,2.802867988,3.235632918
550.470216799758_25.902988,6.21616796,2.280247996,5.967449153,3.481647153,3.547380469,2.349692308,2.293190485,3.051406512,2.533573324,3.726319169,2.579204618,3.220384779,2.718181809,3.199061733,4.097291513,8.768123315,7.049913118,8.543590901,2.31580056,2.329538128,5.310387885,3.498362911,2.228367847
213.148632349881_17.789797,5.395392385,5.884570763,5.350200394,8.540851587,7.855835311,9.113493953,6.214198656,9.486749734,5.038130037,4.311438515,7.906798087,6.96893427,7.598345051,12.40436973,5.213706739,8.216018101,3.045131931,8.317102513,4.006133519,9.816802906,6.598758468,11.40214076,9.331115436
401.159054585304_11.72594,0.138844475,0.513093345,0.22599339,2.879164703,2.094311686,5.593195438,7.429272566,11.5093344,7.16157829,3.089136992,9.554192173,1.149895189,7.581797281,9.988489533,8.314653786,0.913119803,0.081733773,2.584350937,1.262144555,1.287395266,0.190743543,2.08436962,1.364917939
525.886408971252_26.655102,2.040928428,4.105497665,2.178363347,1.700794858,0.677087283,1.268746339,10.76060836,2.042997021,2.972393413,1.662347244,1.824687127,2.05619862,0.025981298,1.516304054,1.876906226,1.178887101,1.04452212,1.420478599,0.04239514,0.103364196,0.062531428,1.103713842,0.797620158
257.191358240695_24.85587,6.396963849,1.968418433,4.689606117,9.128125218,4.220800166,9.093324533,5.188886715,6.974318195,8.043513832,9.782524374,5.824326344,6.130777772,6.322368191,9.30585918,3.053698493,2.757833494,8.013319626,4.617546885,2.750502093,3.394554611,4.600363831,8.758323934,2.991581709
251.201175268266_24.763512,6.376312587,2.613647389,6.607306571,9.036599905,8.033108051,5.546968534,6.325275972,2.299370099,6.179600731,7.182182721,8.137717851,7.451061062,7.824590747,5.855389515,7.621713254,7.858247551,7.070530778,5.175638893,5.031275605,8.693691648,8.006857506,10.75424187,8.382164873
325.14562024138_19.040337,1.072740441,2.067008402,2.334994518,4.027582907,2.125300015,1.257049174,1.929600902,0.53040851,0.529411149,3.836847353,0.740400056,0.006744634,1.499444032,0.71113085,2.167394725,3.318747339,2.644758831,1.984465663,7.47583481,8.909468898,10.56299124,1.840920916,4.229282247
367.268069779066_13.533235,4.206009129,0.054369022,4.023850431,2.426032001,3.897895211,3.4972483,8.391665441,2.273458738,9.353157209,0.514399348,7.693547699,0.175091882,7.385152315,2.397501227,8.212061975,2.350403325,3.464934045,2.975076865,2.335073224,2.979032797,2.779250291,2.788689163,0.222634869
363.288755342759_19.379765,1.795224972,0.891596104,1.728846531,2.985399588,4.617198134,9.477785729,0.665239295,2.029527572,0.131782449,1.469858413,0.914003827,2.038196213,2.575744459,10.45308695,3.140858037,4.481543258,1.904414695,4.649446661,2.491233942,2.819997111,5.004118113,1.961854568,2.331023334
389.256612346676_24.54857,5.875322767,2.60320329,5.194019875,2.438736849,8.096896379,3.783829333,4.330655257,2.017300652,4.251117412,8.596166279,9.05650986,5.265675412,7.266888475,0.167493251,4.212054565,4.009259369,6.552399705,3.201617898,4.634063371,8.956100476,7.795294492,8.483610908,9.497535739
381.352900075652_26.469673,3.862252628,8.185640639,5.819479869,2.288233579,3.177277084,4.445609559,2.746606694,0.730449267,0.974301833,6.374019858,1.631555681,0.860049193,1.76592646,2.721787487,1.747499725,9.485054161,7.503275081,8.935542209,7.210501248,3.370070198,6.811890266,1.883732048,5.835983655
443.264831289931_17.632563,2.022196643,3.705002647,2.078187838,8.628465634,5.694884484,5.704701626,1.824299262,4.147487555,1.508893989,3.79216552,4.539753271,5.354860874,4.032830328,8.763932441,4.78280471,9.714835732,3.593293851,6.109882752,4.514413841,4.89601593,6.109882752,10.2019699,4.92261606
213.112299770498_17.544273,7.255240856,5.606423014,5.301877508,8.81250517,8.74288588,9.362567813,3.412056076,4.743408219,4.906247653,7.403972459,7.144393461,3.965983006,8.682902036,9.042301665,8.136847835,10.60579764,6.534435545,6.933392757,7.86887742,10.40295595,7.347132971,7.888437782,10.5135767
656.475091657339_27.213205,1.78652671,2.824846443,3.125485456,0.132075393,1.134167698,0.959629865,10.72824512,1.41698479,1.971297574,1.132723965,0.777402479,1.607440234,0.958978534,0.614831903,0.203913153,1.128027809,1.305949434,2.173489059,0.997273459,1.338099002,1.231766723,0.423828503,1.442057844
377.268170027648_14.895674,1.33753729,5.297428872,3.447685079,4.525882317,5.596036421,8.223731235,3.35446398,3.409055919,2.235813271,5.157261617,3.473378255,5.550269321,5.348328447,7.836171892,4.381831552,5.987723172,2.888600158,2.417989208,5.218676122,3.694773018,8.543590901,5.434168839,8.316280815
541.397035260478_26.413687,1.315231129,0.952032316,1.96303689,0.132075393,1.054575219,2.216642045,5.757665018,2.631586822,0.487035505,2.944277256,0.792458023,7.697638561,2.322077041,3.283953262,1.990034446,5.855248788,4.51334817,4.215538077,2.532423352,3.242385905,2.610417584,0.779727223,1.916155473
249.112096456757_11.907373,0.038272134,2.831472791,2.067330598,1.914044507,3.089087576,2.168890239,0.129206998,9.778970917,7.925466309,6.570960532,10.73570678,0.545563124,3.482699545,1.610873495,1.57229666,1.996434456,3.420151682,0.046383514,1.49805857,1.097822316,0.967118683,0.843918501,2.183025529
373.130243724114_21.218061,0.71282811,5.799539488,3.791756395,2.990537487,2.643334487,3.611291837,4.283361619,3.769902556,4.887940929,3.478972285,10.3110617,3.518813933,2.292147106,3.728311008,3.917022699,3.027720945,0.568461416,2.900634829,2.676046262,2.696148727,2.957283846,0.092210581,1.200940496
317.269784345331_24.649023,6.53256454,6.438726848,6.326913464,5.086484676,6.42779943,6.402047443,5.122217668,4.763365528,7.102404846,7.808987753,5.442267221,7.488761823,7.071876399,3.9375692,6.752041257,8.153860552,7.664872647,6.56323352,6.950621226,8.981808614,5.747281177,11.46350163,7.13655675
275.176498371287_21.4248,5.168811825,6.133941323,4.977988195,1.626590096,0.09297184,0.081669286,4.662513398,3.009333128,3.336769364,0.552404171,9.714002049,7.273454403,11.40239234,0.588895662,1.76981135,1.672134537,0.074572028,1.854362603,0.432504132,1.517017889,0.6905521,0.481970287,0.061435667
265.253637230695_27.404123,5.986071013,7.510541532,6.524767157,3.673197991,3.534105012,9.157888176,4.83106864,1.965714268,4.88462473,3.554918299,1.917734042,1.250047672,5.641850655,5.491929787,4.25738916,7.081081722,7.40172879,10.2968628,5.782540451,3.25729639,3.052605039,7.753141752,6.39053875
522.600163160993_33.489197,4.176558608,5.779592411,2.019718132,0.132075393,2.325406438,1.466677156,8.064568516,4.303875161,4.720499447,1.12000068,2.75541517,2.76100032,0.025981298,0.167493251,2.236038528,1.392611132,1.536402178,0.046383514,1.666743208,1.714953939,1.860172511,1.563828097,1.544114472
307.168953045489_15.173176,5.560404139,12.62272396,5.035239639,13.58296085,4.502161353,7.989382176,4.257507976,9.545253077,3.996033218,7.272662767,6.508022995,10.82482618,5.809030807,10.28204279,5.994144014,9.455661923,4.383569029,6.78040392,9.268239671,13.44551794,10.22656421,14.07899836,7.272285469
399.251604402105_25.20212,1.729687575,4.715598049,1.280152183,2.650925808,6.03987658,3.234714069,6.69556899,5.926991354,5.022946118,3.764329972,7.985267961,8.140474327,6.692006295,6.090288156,1.860223532,3.555823651,3.425720985,7.704918787,7.958954206,3.217247036,6.364019037,5.702357435,6.796098859
351.252101135843_16.872286,5.104092134,5.188124121,2.094956694,3.348925419,8.35867104,5.823282764,2.721281218,1.663872552,0.90301224,3.640000103,2.043314648,3.420704745,3.631960647,11.58406095,3.114124003,4.032095094,2.633262778,2.926366388,3.898767828,4.687578121,4.699184412,4.710367168,4.347076616
439.358995777769_28.153824,6.33433743,3.528666237,1.924315796,2.198920422,2.624220955,8.66532223,1.994329972,2.388360781,1.14345965,3.024310675,3.6599429,3.603190761,3.212570107,2.01288903,3.039653975,8.69021856,6.885037457,8.980908216,4.984136488,1.796720439,3.711934415,3.207301396,2.80260479
265.253246625511_25.870533,5.091129315,6.798985856,5.7493304,1.94116695,1.220121234,1.075695728,4.979656241,1.637073896,5.558348295,0.725059719,2.198705949,0.338393691,10.25013436,2.300487389,3.278161058,1.218430821,0.614327907,2.356714678,2.44748741,0.512790562,1.425733653,0.604240702,2.931545151
479.227398284019_11.853652,2.053439437,0.096291288,0.070567915,0.132075393,0.362088322,7.796685581,7.040168782,2.9750971,7.651172486,2.189142199,7.853920501,1.001585984,7.034850622,3.970343604,6.403329118,1.310960336,0.01368165,0.199856929,0.04239514,1.915163069,1.124444648,0.092210581,0.366845313
373.12998058552_18.479776,1.815542464,5.742892551,4.940076869,1.696909255,0.869330004,1.246480069,0.199254761,2.568787801,0.435193927,1.162567116,10.6032457,3.152588328,2.622304216,2.373907641,0.868003696,2.562392721,1.496096251,2.297220835,1.090787055,1.848843039,2.040245165,0.687606178,1.833435973
267.196788483099_25.041471,3.471744965,5.234861144,4.926749638,3.423369761,7.934479509,7.70820563,4.452871211,2.155622333,0.997649112,6.055030459,4.607076452,5.981467472,4.851278578,2.643201683,5.103817029,5.646421828,5.623203266,4.171041514,7.940360742,4.832013044,9.045542252,5.467860128,8.212649994
317.17408734193_11.894695,0.338316517,0.314879485,0.582152677,4.150997065,1.896910311,9.264820311,8.541039574,10.75344521,9.061824515,6.588289565,9.426912919,5.56340406,9.061686804,8.656301538,7.967488939,0.109698196,0.358510413,0.267376707,2.978657058,7.253043028,3.374137992,2.177622817,3.224061138
413.288182474126_14.072242,1.37201833,2.398830972,1.578089556,6.804038861,2.998504892,11.08792201,3.103614327,9.641210073,1.613877525,4.792113618,7.267345056,8.577743306,9.414621054,10.61037455,7.909546101,1.015995863,0.663653567,3.024639481,1.402528218,4.922357807,3.201617898,5.344115428,5.185211134
305.2693218597_25.530323,5.645681359,6.6272665,5.713864331,4.691457751,0.426267626,2.849233197,7.021754557,5.228403996,6.084265888,2.02831382,7.553079783,5.693297318,8.943566081,4.701425316,4.584536382,0.109698196,2.008910504,0.417549939,0.834039429,4.792176971,3.597077328,9.076523606,3.268075956
377.255771867826_16.355158,5.485585753,8.055498431,10.59919105,8.18864455,12.19115038,12.60896078,7.59822296,7.489153198,3.769893583,5.549536413,5.184365221,5.37035567,10.45458654,9.550347485,9.486434488,7.615595365,8.904942668,8.454936471,11.85168715,8.408033348,11.92373807,7.774853211,12.05531497
329.317822068893_24.842836,9.068530366,8.776671917,8.534300777,2.259389538,8.818518244,1.095579568,2.461708104,1.267613809,0.016902933,6.096082988,4.105718841,7.61810831,7.617469995,4.423934722,6.467782343,7.427386838,5.328382537,1.612919473,8.188368081,1.892424667,3.212479428,0.764288968,2.001705728
199.132469638446_16.421097,2.329096443,5.678130754,4.542151254,10.38111638,3.477295152,8.950371816,5.847316385,9.840276318,5.509578364,7.870309813,8.116117729,8.401184244,9.820658064,13.66108441,8.442048315,2.704625352,1.070336092,1.721326941,2.423383786,2.482821378,3.245218001,10.23780175,3.785294359
299.178006616684_24.524849,6.298476383,1.266475969,5.548072408,0.4190429,2.545951711,0.543876782,5.517411782,2.949666853,6.684254025,1.950811823,9.826515043,6.793793773,10.92581069,2.695420931,2.116389071,0.811169926,3.642773445,1.960734569,2.7105437,1.275800501,1.439404733,0.995083312,2.221005336
435.025525967027_14.97192,1.200670425,2.009795872,1.599361432,6.807353526,0.09297184,2.837589537,4.468456318,11.62830456,4.998306812,7.382912017,4.605145733,7.317171791,5.262112646,10.680705,4.89554287,2.039776406,2.027896215,2.907755587,3.718656089,5.127880612,0.062531428,5.939448112,2.209608687
309.206979758848_24.741348,6.315686989,2.651614734,5.394941356,10.6801305,6.895299754,8.586311111,1.917279196,10.42899567,7.034718931,8.225578984,4.138070714,6.7179024,7.517299787,7.589521166,7.12730615,4.832283881,6.246752194,6.068671593,3.615331211,9.687603981,5.725676068,12.39006891,5.499794582
547.349871480867_23.466425,5.634285167,1.843133097,5.573204212,4.222211291,5.988809846,9.039425769,2.110438852,1.940145428,0.791532226,9.032923388,6.877004198,7.578313886,7.183979906,1.493414122,3.436842483,4.463717601,7.089607012,4.867856215,3.557220545,5.286161352,5.905670432,7.949314235,5.554585112
225.194887720689_16.451605,2.885620461,0.198181888,0.905278119,0.132075393,1.498099476,3.483333277,4.865419542,3.168435954,1.451397557,3.370800505,8.213245928,6.069022578,9.952083905,3.13465116,1.604276603,2.91521123,2.189365594,2.516883554,2.4934934,2.557939693,2.81635954,1.181993067,2.670208185
494.235047402204_12.313752,0.115670153,0.501559157,0.100186252,9.638577255,1.859101888,2.947913074,1.13520049,3.286549565,1.579526511,3.18736529,1.749532434,2.667567396,2.106604108,4.057693898,2.897761502,1.789321929,0.16032245,0.6905521,0.727758896,3.52308167,1.330522588,0.492876765,1.786104494
675.264793930977_14.237837,11.75185652,10.67298733,8.66259402,5.800227219,10.19092755,11.27640687,8.585258115,8.151706374,6.258333192,6.788875669,5.569911668,3.142421466,13.04243249,4.258371831,9.636993065,6.999898975,6.159448198,12.6012329,11.03553215,7.94457626,11.2675464,4.945966271,10.85729691
253.216837667859_25.418957,6.72097542,8.946529331,6.574150028,4.627760692,7.558230836,4.209528843,6.636867542,2.548074253,5.861421478,5.018581376,5.709153114,2.887061425,6.342097825,2.911294146,5.89139226,5.123281206,6.447861854,8.891230397,8.34079148,4.702656884,7.730227042,10.12901993,6.573567019
401.159384809374_11.318803,0.882200819,1.207444086,1.38193612,3.533924913,7.891330626,7.10649708,8.216349774,10.00866938,8.084265209,7.424415423,9.37526063,2.248887485,8.320508394,9.955260386,8.098293661,3.901922567,2.477549309,2.771994824,1.87349634,3.607573046,2.887691197,6.225314642,2.181643162
643.482965643924_28.268105,2.677896688,5.538624166,4.066766091,2.596589227,7.180344281,3.455830384,4.525690426,0.160006943,2.576688522,3.132795974,2.717210916,2.223058667,4.151443996,3.110742498,3.214857264,4.894699203,5.476149493,3.723784563,5.107947894,3.325063414,4.973282668,3.834571683,3.026473765
281.248333949068_25.514887,8.598587143,9.330127584,8.254868862,6.050443005,6.191158195,8.930096637,5.68705285,1.915582868,6.900363068,7.681949144,3.539838131,7.058091541,7.404051201,4.39725783,7.764881923,8.553793556,6.495751917,7.188441228,7.31370925,8.344186304,9.218195246,9.854537021,8.137279935
338.342956129704_33.653748,1.823735304,7.895280499,5.020011581,5.68183092,4.933054399,3.813898201,6.02732488,7.309916462,4.895079998,4.389033621,4.897673191,2.373868943,6.113768779,5.313804088,5.929107115,4.299713663,6.780969178,3.134419654,5.599427485,5.334823989,6.028682956,4.962439189,4.217306993
230.174665344084_14.703099,0.753338339,4.14679631,4.0014484,13.3720334,1.308244997,7.498746157,8.323201688,10.94467658,9.128248162,6.652790046,7.391872682,7.206926376,6.303760604,10.72279839,8.875445179,9.390975395,0.210690347,2.444760066,3.398614882,2.953483423,0.922062005,3.274173854,1.631360264
344.318337108899_26.031155,5.350275619,5.473017108,4.078537811,7.036482331,6.102953574,2.636830769,5.641157984,0.160006943,9.593831424,3.411845702,1.283230611,1.813739739,0.194299651,2.126432438,4.223196365,1.984944752,5.683074608,2.272739941,0.92869102,5.226321022,7.427813523,1.987722373,8.002226529
597.424982903349_25.62193,0.677778606,0.610659369,2.175073305,2.046850294,3.6328802,1.894262449,1.704849077,1.05406818,2.785838264,1.639609202,6.399600103,0.616308034,2.472922072,2.02282103,2.283533706,1.543826606,7.342715388,0.627187989,2.274692372,1.811307822,4.330576595,3.069702497,4.743458845
417.015145177503_16.31676,0.288908936,1.086335188,0.425733306,6.816301129,4.385832004,3.937805098,5.127551259,11.77970034,5.57165096,5.794802451,5.777686392,6.93017779,5.541298513,10.76054396,5.046683743,1.78583483,2.265174899,3.954558906,3.819384232,6.068305473,4.278691945,6.108262027,4.345376068
366.300563795172_25.397005,3.63931594,0.787771705,2.975627287,9.601217737,4.871564791,3.241677804,0.282229551,2.794380597,3.350270157,0.251305461,0.94739969,0.701337249,2.78655033,3.120476615,7.092891601,1.691873341,1.354653404,0.455969778,0.33707918,2.529804459,3.78815563,2.847735164,0.562210612
618.967028745383_28.433498,11.63791299,12.00154084,11.82719988,4.827260296,2.921908531,2.67265443,4.080038047,5.290533017,3.906213838,4.125836875,2.348728101,11.23147129,8.130096568,3.450832186,1.923649186,4.120139607,6.117471053,3.914635871,9.470618247,1.154135019,3.118148079,6.746545691,5.691945135
596.52718158402_30.582443,5.836055091,0.074689147,0.030943054,2.974954384,0.09297184,1.277756184,2.477739143,3.521184672,3.009918119,3.003213079,2.369102512,3.321008936,2.719214195,6.340970961,2.420304197,2.758170992,2.468089744,4.74066144,3.387467046,2.283765576,0.428931703,3.175669631,2.774924033
297.243560553337_24.824217,2.83231816,6.589208977,5.953908595,3.142727321,7.706791968,6.123378706,1.561092945,3.628176561,5.109852551,7.438482282,3.736079953,4.94954028,4.697538084,2.278424358,4.331913367,4.219377845,5.698235209,5.120063248,7.123986996,5.79535352,7.92966324,8.373730033,7.634558812
431.390528271839_26.501287,2.2242409,3.370312039,5.459037192,3.656265429,4.312287098,5.425076532,4.912757603,9.278170365,2.738634748,3.424137024,2.742407011,2.730521664,1.934797789,7.676115031,2.260936488,9.257714199,5.008542646,8.128078836,3.738302689,3.765597986,7.006601427,3.158651778,7.290838808
429.250128522438_20.606108,5.338801587,7.880134357,1.545631911,10.27541209,5.441983094,4.607053429,1.629264534,6.33592017,1.086836022,7.316667109,7.225465757,4.510352934,7.843022138,5.540294415,4.879708164,8.20090233,4.322136369,4.140012601,3.663457247,7.084445451,4.832900895,10.43579396,6.145833889
547.313966144161_22.006004,5.957355145,3.016405722,2.086345927,6.825205686,4.145722285,4.074650669,2.649115946,2.734135489,5.294761096,8.390991191,8.228223931,2.501054257,6.971893691,1.245670433,3.731394148,9.144616403,3.010149307,7.455812425,4.314111571,8.190582827,4.416245584,5.058322117,5.530893065
589.36047978805_24.569107,3.853341561,1.815707663,3.841876468,4.93062721,5.129863383,3.484249056,2.124949017,1.816737207,3.780793595,6.03421294,7.578919612,5.248188922,4.400865167,1.951108111,4.268276853,5.21132147,4.96566801,3.760719034,6.159448198,8.505266328,5.175638893,7.424794132,5.008457406
810.706123738513_31.371101,5.672558655,0.11817895,0.274469753,0.766328085,0.943852224,0.869820771,1.343151877,1.525845901,2.32820592,4.208817182,1.557738028,0.283584604,1.428016179,0.988157937,1.547327271,0.741009131,1.219314428,0.046383514,0.04239514,0.750340374,0.779317633,0.092210581,0.061435667
212.200541327408_16.636753,5.13434029,6.922270045,5.833285615,3.736789166,3.246656487,2.463821275,1.66262616,4.258821534,7.070610909,4.722094162,0.046772872,2.331175572,0.856777707,9.642134275,11.3977863,5.024234415,4.794768821,5.092124292,5.062968808,7.653049994,3.268448766,9.186953216,2.620791612
179.107136904276_19.21813,2.125517777,1.549920503,3.066462549,3.330752436,4.347769964,3.167118452,5.074354042,3.785346141,3.493064006,2.954788497,3.632045218,1.940351447,3.76896978,4.355853695,8.737115074,2.386280131,2.574422745,1.735808574,2.399152016,2.796942271,4.504774777,3.107431233,3.670487504
