Table S10. Processed feature quantification table of metabolomics data (log2-transformed),,,,,,,,,,,,,,,,,,,,,,,
feature,QC1,QC2,QC3,S10HC,S10HE,S1HC,S1HE,S2HC,S2HE,S3HC,S3HE,S4HC,S4HE,S5HC,S5HE,S6HC,S6HE,S7HC,S7HE,S8HC,S8HE,S9HC,S9HE
feature,QC,QC,QC,NEA,NEH,EA,EH,EA,EH,EA,EH,EA,EH,EA,EH,NEA,NEH,NEA,NEH,NEA,NEH,NEA,NEH
501.3809390018_27.586426,9.931080897,8.988288427,9.379719195,5.493114893,8.917339772,10.95187612,5.981573685,2.956863137,5.632966195,10.76358145,8.790200565,4.658225406,9.930410166,4.171067245,8.852419587,9.96426979,7.124185402,10.89794619,6.659439276,5.88320434,5.629726117,6.857968203,6.670864024
666.55307251208_27.20961,0.870870048,0.254876007,1.508835538,1.906279359,1.563750845,1.58716366,1.320387539,2.16516917,9.029390751,0.800788253,4.027984692,0.006744634,0.283584604,3.752784919,0.900041511,0.575806878,1.149848179,2.534593722,1.190086156,2.047322417,0.062531428,2.878457778,0.551833589
512.419737437988_25.441055,6.496994961,10.12738975,5.338801587,4.248303807,9.174586494,4.148771756,5.449458013,3.558436188,7.584913273,6.015670759,7.041740117,3.707855667,4.001807799,3.008857958,3.848872826,3.499821558,5.428845726,3.9892203,5.343728839,2.27987793,9.820732811,1.77448933,9.870519874
332.28926332715_26.844204,14.62575658,14.96735764,14.62839049,3.896715087,6.38517243,13.74403267,14.96735764,14.4834138,14.61984666,14.96735764,12.75621512,12.06775273,14.16863925,9.43479559,14.59019007,14.96735764,14.12571479,14.0899685,12.77428467,6.432628044,7.871722032,4.83278383,6.846242266
343.296859077903_22.23116,0.3039305,2.085947576,0.313997143,0.132075393,0.756868661,1.211449497,3.974891394,2.472960383,12.29314993,1.613033284,7.674423557,2.29596744,2.991255985,0.167493251,1.852448376,1.58899093,2.713254333,1.608768975,1.968210844,1.524858635,1.036297905,1.21281019,0.757963075
595.238197730141_13.457929,7.159631724,9.653650843,6.280473817,7.490268125,6.144851848,10.36388648,4.342514647,8.238972844,5.891626954,4.94134689,3.438202196,3.100825648,11.14208512,8.711243479,9.027737026,7.058259348,4.876510804,9.702800243,7.169049802,6.848582497,6.174336257,7.404235981,6.651400607
245.139258841323_18.912163,5.318723339,6.328763925,7.365759716,8.737624498,8.380446727,7.371899069,5.139966424,6.289891251,4.050816363,5.506303014,5.30773728,5.115890084,5.525064057,7.134426987,6.631262446,7.55727163,8.400068996,8.192177128,10.46032571,9.483447692,10.3284232,9.162400253,9.978831782
589.327190898923_23.840612,2.644018847,8.474397905,3.137698556,4.34335175,7.914149404,5.139912982,3.700055839,3.987556803,1.941987661,4.877820687,5.789044046,4.02090206,4.898937706,1.456740384,4.448251057,4.793654584,5.255488681,3.597077328,4.97110032,6.060479383,9.540051205,7.795618805,10.40946156
297.147626737751_14.371812,1.83199356,2.913946315,2.220183816,10.18746852,1.520215761,3.144483144,0.114821478,5.341839925,0.447722267,4.072237323,2.830510451,1.779543113,2.500196178,0.648543458,0.922369189,4.67600458,0.580658678,2.04771381,5.819091042,11.86413876,7.100163117,0.795036746,1.315395057
373.187545885546_18.263655,8.102388934,8.713441375,8.35940554,0.546244447,1.015354945,0.324200099,12.10485966,0.160006943,10.97118044,1.820911716,3.235134538,0.647188361,3.148692202,2.409638132,9.379566261,1.772327281,4.984626268,3.818155524,5.948551433,1.087761441,2.102612734,0.70257851,4.288170203
227.12809579863_17.593561,5.062591759,4.092699434,4.331209351,8.110617119,9.199382196,6.276538207,3.861927978,5.052942859,5.053107838,5.310197853,8.020894896,5.856552043,5.582642462,9.176186073,6.118161456,8.924197786,7.921059866,9.620424385,10.56229382,9.59416463,10.42139705,8.658141708,11.06428113
661.452313460275_25.783201,2.878408358,1.808555933,4.013268718,3.96152154,4.712598127,6.081998672,4.347178996,3.180714218,4.482280217,4.193995797,4.673438195,2.643201683,5.001464782,6.560276826,6.772261466,7.017845179,3.356825217,4.439384056,4.501098258,10.75137364,5.367162055,6.284042424,4.036752228
359.252964188241_16.881859,1.004460735,1.171742343,0.986184095,11.79732885,3.709004873,3.373755977,1.529546366,2.069107998,2.390231751,2.389634862,3.191448434,1.843972793,2.532029245,5.344523557,3.8808274,10.16894559,1.20138606,3.292002917,3.287599587,2.854879779,5.826553517,3.182104633,3.302388275
427.390646105426_26.790138,5.362847909,8.823273861,6.697301956,4.09574381,2.698354941,5.722324662,7.285207806,8.011344946,10.30042857,10.07597187,2.566502481,2.623008329,1.407064558,2.564422071,5.440908401,9.171079589,9.143267586,5.504959177,10.49705047,3.098133733,2.681814645,2.074224782,7.533524935
267.26935528787_27.636318,8.155676359,9.85922144,9.838286788,2.711910648,6.960471326,9.900797936,8.732412984,8.1770415,10.1780908,10.80666937,9.088566256,9.384403105,8.167340501,8.996233961,9.535643634,10.20637395,9.243057842,11.75493964,10.24912401,2.844461375,4.904263741,3.930904332,5.212580999
531.322652114756_25.325539,12.02938216,9.271644579,11.17307744,2.938223154,12.11134565,6.470322707,1.194884283,7.260849756,12.93696857,5.61376646,12.98189138,7.251430692,6.655746455,0.869558049,12.56014073,3.793578078,12.44983975,3.102456111,4.299973227,6.488843923,2.730479665,5.315386929,5.879182014
751.062418995268_28.698126,1.241181752,1.228169461,1.498614889,3.150787225,2.970573299,2.918464159,7.931098966,3.221199005,2.931657379,3.083846231,3.203220508,3.147623164,2.993601475,3.176743621,2.833065998,2.919338539,2.657062458,2.907842691,2.79378368,3.256575335,2.976242454,2.994805339,3.219081269
495.869979472418_26.411089,10.17461372,8.271145931,10.28139657,1.782745066,3.991539526,6.589186313,4.3556548,5.067971183,4.521521415,10.37155071,7.352408924,7.722472946,4.54452078,0.635897548,9.777500058,12.06272359,11.00759595,11.92373807,8.841021064,8.226625482,5.321984841,2.977459727,4.517049208
517.264695776833_13.249257,3.745620902,4.967570607,1.270163611,4.510808079,0.09297184,2.267946846,1.073577356,2.815847326,4.026614294,6.9251922,10.0502338,9.442329453,10.70949656,2.827004025,7.381167084,3.705265502,1.24607803,2.969591952,0.04239514,0.684868443,2.098270698,1.811160148,3.813898201
295.227393706563_17.767807,7.862682098,7.933656973,8.726530047,8.566849494,11.20025654,12.13836057,7.554778213,7.737852581,7.520871627,5.8921283,7.441476119,6.561389897,10.61786018,8.971661272,9.00573459,8.177282108,8.344167782,10.12083095,9.833644756,12.03551664,10.81806533,7.512617889,9.649508474
475.381651684376_27.388449,0.349414145,1.928740674,0.748359444,0.875364636,2.313524411,2.390358691,1.207193151,0.736987838,0.914209073,0.664247211,0.890888556,0.900010412,0.385101565,0.167493251,0.033054361,0.484978858,8.810363329,5.020823085,0.164752235,0.580339974,0.781797687,0.092210581,0.061435667
228.196020561835_18.406721,9.952001611,10.0705774,10.09749067,10.22944534,9.911361105,6.857849002,6.577266546,10.63123527,8.064980081,7.793455637,5.500779005,6.428808362,5.714730703,9.337329236,7.296055231,9.809293757,8.03136513,8.865664925,10.59719858,9.887056334,9.313143076,10.6455569,10.78179286
395.369239408363_26.823431,13.84755895,14.1832399,13.45486354,5.31437954,9.934089658,11.63508127,9.117133583,8.104433871,9.381437995,13.73206473,9.777586737,7.84477522,7.089760359,4.21871161,7.446230939,13.03220556,12.36284136,13.34678936,12.56468905,6.642509397,11.22572313,4.989742291,9.840090698
273.185827811903_25.456377,8.575078567,4.079812949,7.930935933,6.544018466,4.672083326,11.19030988,6.595136907,9.31698706,8.419368688,11.62198711,5.839026392,8.059106497,7.499213818,7.609840612,6.335752223,6.851880432,7.213149171,9.563022757,6.931353465,6.892548353,5.489591786,11.61664483,4.978049801
945.711890692168_27.40485,3.396568783,1.606327161,4.885068429,3.208060664,1.957657071,2.357402067,1.651932485,2.877094388,1.647760212,0.201721866,0.242004317,11.43083698,4.475527076,3.029939498,0.033054361,3.441737679,2.506099778,3.943610741,5.426994783,2.316739848,0.247481979,4.868146236,1.173108701
281.153873126176_15.604125,1.717276793,1.2864573,1.202774735,1.402947138,0.799081084,2.222851336,0.16092439,1.510766596,0.062332513,3.320472153,1.384305555,0.872681562,1.864921771,0.76233363,1.822589173,2.352271475,1.654316029,2.10352945,3.170784417,1.169494263,9.563022757,1.990863691,3.358969752
315.264410589586_16.649385,9.201056753,10.28763254,9.564827578,7.641823181,5.971903862,8.04473109,7.096564328,8.620692277,9.529183554,2.310733486,1.983136398,6.540101907,3.021405726,11.69636194,13.7866118,2.926813101,9.477339422,2.989039203,9.783889204,10.55961517,6.663395148,11.66306794,5.983335314
403.140244200098_18.986631,1.06143984,0.931590332,1.754624709,0.132075393,2.153161541,0.311993647,2.331405993,0.160006943,3.347632325,0.070080711,9.456563796,1.591487772,2.731398711,0.167493251,0.125500815,1.263968704,1.558936515,1.186667689,1.542463817,1.642362425,1.776479063,1.666092156,1.082516979
568.460501124236_27.46952,2.473383123,5.310925794,2.63881492,4.331393978,11.09736894,0.972305925,3.014844493,2.481223229,0.561722908,0.789441444,0.544362258,3.700493993,0.172849735,3.151919243,2.324674587,0.451856744,3.693210205,3.56202732,4.33110766,5.174197848,8.430581935,4.424373034,9.812215119
470.4220414544_28.482273,1.808590224,0.69415787,2.360155405,4.762121818,1.987482486,1.049822483,3.29735415,1.867643641,8.929120832,0.070080711,1.784435034,2.209938421,1.280839002,0.167493251,0.523114871,1.987876658,2.925837205,1.970366338,2.238146643,1.917147026,2.197753326,0.555483417,1.149836977
814.628774114244_26.476696,9.101016763,4.012629577,8.571262293,1.276230162,3.959178613,5.222947131,2.922555607,3.865160758,2.65959629,8.749268421,5.08606845,4.895651343,2.68737717,3.917801484,8.359256299,10.92656137,10.04513318,10.94034138,8.073542588,2.932155409,4.6310279,1.377116933,4.361211294
592.374128074032_25.427628,6.755592402,1.102662255,5.323411151,10.91943369,5.319620369,6.145214448,0.605073353,11.68868233,7.393786336,10.88708953,8.57688361,8.604981747,10.09204499,4.827371031,11.54655975,3.76410967,5.489685532,3.143596498,5.633325414,11.63080088,3.165981517,10.91985765,4.190755412
343.10202796902_11.762848,0.843536941,1.158105056,0.88638936,5.660465018,2.268068908,7.030037905,7.856577878,7.894922311,4.195759105,4.889355427,7.007660045,4.421879496,6.133426249,6.579003292,6.934393364,1.452000637,0.431041177,0.946346069,1.424000242,2.127177954,1.706792248,1.705198965,2.063199963
465.266818294051_26.857477,3.884054471,4.415019253,2.34641606,2.99742669,3.358395201,3.45222943,3.21637636,2.779268622,2.727239282,2.649068602,2.470077343,0.125958275,9.796468064,3.343220004,2.481615997,2.548551032,1.829062529,3.414391228,0.04239514,3.117258586,2.965529703,3.09597981,3.062323291
463.229630810953_14.300881,1.525355418,0.882058886,0.540010642,11.3773014,2.525574196,2.425526528,1.26833056,1.953538833,1.180901276,2.487624918,1.572026133,2.235987727,1.44102768,1.220065532,1.014364417,0.757828125,0.243204154,1.588261996,1.680610763,7.351692674,2.025408235,0.911870483,2.919771869
401.218480245121_17.578468,10.49634967,4.992806235,13.29978897,10.01757617,13.4968522,11.76665408,9.567428571,9.232182414,8.320924842,9.812758835,9.63527179,4.820788222,13.42221637,8.297208105,8.921066877,9.875258016,11.62698356,12.06364185,12.88370005,12.61469978,13.11440249,8.807292572,13.78125646
343.101051054099_12.948286,2.235549652,3.771348619,3.223046332,11.45316747,4.284305597,4.947212429,2.210763911,9.037032723,4.624485577,6.115655688,2.730923005,7.145865044,4.334265679,5.441658812,4.629384269,4.139893389,1.658244776,3.625532639,5.273205242,10.11255331,5.103050111,7.03361712,4.44235948
682.549051953066_26.516813,7.610598907,4.257042916,8.335385851,0.132075393,3.731288671,8.362234558,1.833822078,0.718018907,2.110833773,4.464864427,2.939167273,3.442518552,3.391357546,2.940863487,6.490686911,11.020843,9.366971478,10.63160241,8.031995142,4.244720458,4.239605441,4.775762883,4.952350998
431.228966085468_15.674702,6.547680681,4.279584002,5.223501732,6.12414751,8.078083351,7.537362109,3.297556205,6.774712714,4.297028915,4.498493527,5.531737592,4.36005674,6.84150345,6.753483122,3.379259843,7.221319906,4.574489834,8.026296642,10.36341,7.157186226,8.294097844,7.341886814,11.38727387
216.196249862492_18.636782,10.23594835,9.600574874,10.01453017,2.274764409,3.260259911,1.516869418,2.629746563,12.9507533,12.53525762,8.920823029,8.001783999,0.51950888,2.42710206,9.577383901,7.698215208,6.611254141,10.96540165,7.441024759,0.908639077,1.50171613,2.144709415,10.03089963,10.67457495
717.628859335446_27.670105,2.908843661,1.528862929,3.429576653,5.622665134,3.568454582,4.461121535,5.175760988,6.832432959,9.430916213,7.205090843,4.810481815,8.255721991,4.817230601,7.086080085,5.353961953,5.321265349,3.256617503,4.108740223,4.710693652,5.136537627,0.062531428,5.419686616,3.407458902
615.337983477541_16.284101,3.242813747,2.936169467,2.771633741,3.108406087,3.133259084,10.99668882,1.381324529,4.127637228,1.819349894,2.176890689,2.94720697,3.013480613,5.211752323,4.999258852,4.154199656,3.570504521,2.192941976,6.663395148,4.591242736,3.968049404,6.701899917,6.898285106,3.344795668
517.261036696194_13.663307,0.243258846,1.786039221,1.297374836,12.07556183,1.040100624,2.805443278,1.011008806,6.047574526,2.145939839,4.66587303,3.213934876,2.526159757,3.04319044,1.821963835,3.330682605,0.899087268,0.309111426,1.927552251,1.518872083,3.206704822,1.916083126,9.89034193,2.104330946
506.44392313189_28.50245,1.689817453,1.959433972,4.030445302,2.755266138,1.347287411,0.081669286,4.415804724,2.386224642,8.91057697,2.144330618,1.927448043,2.762877542,1.653646631,2.646605553,2.778943966,1.735801488,1.234599922,0.046383514,3.088012578,2.407005697,3.078062159,2.532730952,2.073513551
267.122766089074_11.909486,1.495918002,0.033082499,0.24054059,0.132075393,0.69281048,0.603312604,3.702575626,5.013197194,7.452293865,2.969370872,10.11293223,0.470060169,1.537904926,1.406474178,0.681594843,1.532453996,1.870359181,1.625297941,0.20285358,0.716490088,0.627187989,1.173629112,1.05773294
590.323512107462_24.502754,1.468414685,0.66571903,1.400891014,1.360838942,1.405862752,1.128113558,7.817598629,0.160006943,4.322481705,1.219670256,1.040934872,0.364456365,0.733369982,1.322192821,1.461484263,1.206325114,1.618596958,1.260394948,1.349509966,1.210585003,1.361081458,1.226925879,1.250387629
407.338693627497_25.147469,2.887966673,10.31317259,0.974872435,2.779431467,11.3362588,0.081669286,0.310437482,0.62511776,12.07002164,2.451626598,12.452688,0.006744634,3.864093418,2.698398956,4.732321228,3.784340647,11.43214213,3.33875157,3.586889784,0.103364196,1.504202234,0.092210581,1.748509285
562.288855147869_22.701607,1.349370866,2.122251014,1.131242894,2.585566245,2.20662967,1.942702692,8.685699479,2.40817454,6.609963917,2.054483137,0.443176426,2.621352481,2.15298219,2.549829717,0.350879509,2.040376782,2.080481606,1.845991355,1.934128506,2.291961017,1.907038272,2.394253698,1.947201695
673.24958413538_14.217127,9.020847321,9.150523613,8.118740672,5.296249299,10.02040053,12.71506436,7.513499187,7.431562852,7.357236148,6.305426615,9.993783704,4.296411043,4.070560325,5.2795623,5.285024959,5.369428024,6.998463458,4.96116099,9.895885062,4.853080795,8.148380252,6.998248437,9.764600888
295.132555584595_13.105804,1.866701897,2.742125513,2.373100022,2.535061986,1.594399175,0.081669286,3.076304933,3.374578578,2.228919957,2.999478602,0.046772872,6.596911447,1.675256033,2.667886663,0.693064447,2.196702197,2.778392731,0.888597061,10.33970674,2.399231111,4.080164387,3.068170852,0.467509072
561.909537494683_26.390314,8.336760504,4.235967912,9.587521649,1.524598653,3.269920525,3.595392499,3.830247537,0.160006943,2.685067276,9.4445287,6.838369751,7.382604879,3.644727835,5.60736654,8.961800841,11.49958047,10.36096973,10.6997394,5.257384757,4.436672009,4.776663729,3.89305551,5.584866089
343.102212580321_12.176177,0.98182011,1.595021792,1.571043875,5.189362684,1.97224618,7.352219886,7.26693438,12.44209681,5.600584114,9.412824508,10.02111161,3.730088084,9.663753107,7.180087386,10.17390458,1.68087953,2.308549825,1.504202234,2.285162593,1.694492817,3.625532639,4.435292059,4.420206189
587.401940002659_16.476175,1.116309314,1.111025436,1.186104196,0.945045014,1.463449402,2.056945898,7.762759123,1.577111972,1.077498609,0.810279406,1.253349733,1.487947162,0.970472528,1.562859097,1.55403489,3.101399537,1.032365772,2.716306082,2.082562743,1.50839918,1.713548314,1.63766364,1.760762582
617.426002758889_25.803127,2.635333526,1.277049954,2.324014145,7.248190483,4.600770768,4.432200739,3.434943769,3.194907103,7.00377523,2.92375391,5.618994758,2.610941902,5.048119129,5.090796756,5.026650522,4.565160117,3.747418933,5.425706943,3.495614908,10.63455909,3.973592556,7.556410944,4.088694278
425.380222494346_28.107193,4.747380898,7.607216111,3.675274885,3.078500264,6.258307875,5.671519617,1.688930232,4.633846102,2.432468146,4.559646137,4.257473572,3.243331399,3.101573954,4.942506686,4.567886971,7.289025856,9.08340556,10.56299124,5.093453973,4.286832685,6.224485745,3.99314878,4.778079877
315.232526697234_24.559566,3.420119303,1.775084639,5.412905486,4.990790148,4.708203908,5.290784289,0.476094162,1.024553712,1.25756942,2.425013638,4.689718885,4.917270819,4.88236591,14.51693691,12.12493151,1.96995241,3.562234643,3.763288512,1.099312051,5.365946865,2.356714678,9.060403498,2.734947521
726.576073736902_26.490711,8.922074682,7.473634303,9.300016696,0.789681311,4.112769416,4.335293508,2.846279813,3.636867705,2.907847899,4.925900295,3.1801824,3.561243642,3.348727909,3.764628274,5.55345304,10.83983483,9.629391669,10.66475455,8.36957217,2.903527461,5.790282914,3.551345889,7.415788312
281.151316195877_13.399485,0.669644632,0.912295675,0.864606375,11.26035451,2.051538438,3.613176665,1.035242423,1.256789233,0.195907053,2.093323587,1.653952349,4.522738336,1.005915375,1.990697371,0.489370742,0.109698196,0.01368165,0.159941087,3.06443061,5.132466,3.943610741,0.863477209,1.009127851
534.475588398707_26.73675,8.939562245,6.813701427,4.966837377,3.407586332,7.732371772,5.474584282,5.258652229,2.993054122,5.907564962,7.25012306,3.527418907,3.266590987,4.369097481,2.060495564,5.583032262,11.23051663,8.96863235,10.53053392,5.930169127,5.249422411,8.591203993,4.3366312,7.782645453
629.456280167273_24.50873,0.742727354,0.961121034,0.550768368,1.51414661,2.612060169,1.94581222,2.246575517,1.555492595,0.712813874,1.860454098,3.603466241,1.300909002,1.480109885,13.23763619,5.198994231,1.902603247,1.713346543,0.781797687,2.13117331,2.083818964,3.292002917,2.413053056,3.278005951
311.222610555426_19.049278,5.905136443,5.723113868,7.439050388,8.286455995,10.26426452,7.089879551,4.42716496,8.297074681,2.631139641,4.848389678,4.369079519,5.872394855,6.195186929,8.094909235,6.442260623,5.889855279,7.255785056,7.042268515,10.28412685,10.98049517,9.794225675,6.299851062,8.989503644
722.554684601522_29.041216,9.465254228,8.020475493,7.627739978,1.906737484,2.341797417,1.624375721,0.037856378,1.203449281,0.753888971,1.623340486,0.046772872,2.653828454,3.556150134,0.167493251,1.733074362,1.980678094,2.061016305,1.243897959,6.598646083,2.00779681,0.062531428,2.793874285,1.783355492
468.444409003747_27.36087,7.436838955,7.829320562,7.009771163,4.188984046,10.56904288,0.378394336,1.093347714,3.974329061,0.151508062,3.514421169,3.318086386,3.42189204,4.376006365,0.167493251,2.793345705,4.411270762,0.632487359,0.679224689,5.992417999,5.499417753,9.400349899,5.207957012,10.12563283
300.291117318192_25.224617,8.839036888,8.844610812,9.095079198,5.255780885,3.844853248,3.525729331,3.483224261,4.346102762,9.458162263,8.412131718,3.716181589,1.790630493,3.671175732,2.793626782,3.601325501,2.852356124,10.92197384,6.701899917,3.257854482,2.427822948,6.739347919,1.797751764,6.781565336
311.189338101188_24.391958,0.418466912,2.319102271,0.335606555,1.382801854,2.302762968,2.379326931,3.051902168,0.858195783,9.482468624,2.821017047,7.529987298,0.776454191,1.319416493,1.032855598,0.643969109,1.113252909,2.382108662,1.006198919,2.390493691,2.034361633,3.500443496,1.268528488,3.733327188
341.306771669524_27.61802,14.20005125,12.92954696,13.85207245,7.752137895,5.522687386,14.56534245,14.12349908,10.66975857,12.72804238,14.08390855,12.27926628,11.58406095,13.23897997,12.86976412,13.18844393,13.26528963,13.5456037,14.56187502,12.38506991,8.609690992,5.578094989,5.638664243,6.499322557
675.680680099278_28.631472,5.459700119,8.002639075,6.245397027,1.447232654,2.967608926,4.96303261,6.854767798,3.261758161,4.829940918,4.269287073,4.294563599,1.643625878,2.491838448,4.372059325,3.697015659,5.255976244,9.82108778,4.973282668,1.322693828,1.990508774,1.381180866,3.635443441,2.597231981
279.138237897225_14.326967,2.616451768,3.424398673,2.950486179,6.283162077,4.25789306,1.786097713,0.733524807,0.77262288,0.032418406,7.620380811,1.854698211,4.115412095,1.49009594,2.822183906,2.564317171,2.086996957,3.682388243,8.044603459,10.99698369,6.749532619,7.367080268,0.092210581,1.946429555
416.270410837416_25.199635,6.566876268,8.315817213,5.731162488,1.486445961,9.692739666,0.98531556,4.592700529,3.529163809,6.799369558,8.296047986,3.302372308,2.41962347,5.430502581,3.790917568,7.342946795,0.109698196,9.741637863,3.826900647,3.606019561,3.778671173,5.189315502,1.409159232,7.67715368
311.221335184582_14.271673,1.55387395,2.457517553,1.232964498,9.671296439,4.760090434,11.68838689,8.661538178,11.220523,8.255181925,8.897835673,9.919079957,9.151477777,11.7570818,12.1121149,10.07882672,2.74289433,0.92593797,2.384754017,3.052007093,4.521408314,4.155230448,3.947464556,5.406047641
377.268365968913_15.964764,2.172630825,2.731569279,2.400774621,4.379126995,9.666104941,6.877961947,2.607824992,3.480666285,3.381258688,3.627410825,4.018262752,3.332055327,4.708820585,8.267712337,5.010638327,5.070553183,2.331052632,3.527294841,4.251117412,6.230772294,7.135905822,4.697815995,4.888353862
455.228057976825_19.093294,5.527319805,4.477541847,4.197063203,7.357236148,5.459037192,5.867346962,4.10757454,6.636326198,4.124856335,5.426346296,5.678357968,4.590864998,4.920558954,6.494470348,6.381464377,6.306704308,8.925861564,4.671707512,10.21425962,7.861073421,6.339696279,8.198185703,9.012449609
379.30649456992_25.021456,9.553035346,5.550830018,9.478716443,4.952215117,5.892613823,2.087556933,9.045598227,4.599826135,5.546743365,9.952305884,11.5824387,9.200603972,12.80801477,2.139488218,8.939998724,1.32333258,7.48328473,2.431733358,2.625405946,3.179634364,7.704918787,4.72384651,7.496531647
240.233124187591_22.015911,4.797520235,3.637621415,3.601830806,2.34498987,4.389300081,0.713868646,5.134759097,3.615854384,10.65532577,0.631561111,0.763440515,1.01505606,2.600146331,5.055038606,2.140094413,3.983625471,3.686824875,4.070823058,11.0823795,3.182357653,4.266795858,0.092210581,3.96583267
622.527723339731_26.676304,8.087499699,5.6930792,8.638088065,3.377954486,4.484968633,8.451674688,3.978790108,1.363713644,4.708985701,9.01158454,3.853675908,4.87244022,3.371230103,2.926676685,5.341275028,11.12835454,6.905534611,10.4554268,6.263952179,5.189336796,5.947404356,3.467569842,5.341291562
1020.77989896183_27.58274,3.678198191,1.991755167,3.194534953,3.881127922,4.800614372,3.742369205,1.570239561,6.928991479,4.017793358,1.027903883,2.770460588,11.92912872,8.564216759,2.209983219,1.675829699,3.542230603,4.268517138,6.848875131,6.800635853,1.854380084,2.341283784,5.853139086,4.327271167
760.587700448005_26.822594,2.689598199,4.76089193,2.446520767,2.411918782,0.09297184,4.021392727,6.892943249,1.749444821,9.216067943,2.738634748,9.223065413,0.812259255,7.348063187,3.439687577,6.181055651,0.510295155,3.299970756,0.649553101,3.213464307,0.566339323,0.993515872,2.613580259,2.45338718
551.249325864525_14.3667555,3.555254082,4.695827032,6.764228779,4.786288026,1.208114007,6.72916382,0.44623408,5.108702533,9.110396377,7.076436241,4.699897895,4.047051458,11.50134932,1.539630111,3.524444245,3.266426939,1.811901559,4.263930059,5.501084575,2.624188755,7.533687069,4.399191156,2.083162245
335.28052042838_24.98157,8.536931079,9.384680064,9.150550376,6.838112116,2.534855287,2.290521298,8.455413786,8.68252732,5.9887699,10.01169907,11.28252795,9.176186073,12.60264606,2.425148833,9.156542707,1.265224071,6.964736509,3.245218001,2.367613831,3.829592016,8.192177128,10.09707818,7.376178395
288.289648806695_22.244097,2.141170901,1.662536288,2.150852988,11.20778854,2.490529085,1.599361432,0.615888565,2.325133885,2.488711416,0.894206981,1.833450719,0.840520207,2.106717034,1.975069319,2.169151675,4.920337417,2.501548011,3.146026224,2.398974056,0.80945564,2.463425449,0.28946973,2.345419862
663.455311116306_30.181032,8.730948054,0.599925508,0.62877107,1.735326399,3.101008162,2.708848135,0.021098516,2.006279369,2.420525465,2.398934252,1.80844309,0.159006856,3.130555214,7.063405432,2.202348745,0.109698196,2.707291746,1.774995584,3.961591786,1.323012711,3.410969831,1.224693096,7.013500048
309.207778850921_24.970755,9.118513387,8.248578925,7.613608968,6.569576298,10.82969092,6.552399705,3.386897691,6.587094179,4.497011102,9.355192678,7.760498821,7.527847209,6.424671742,8.184947495,6.228408328,7.457650581,8.310743313,5.809676524,9.121979954,7.102770003,9.995717813,8.341210371,9.472548182
328.3224449807_27.285065,8.710093604,9.172646371,8.897102534,1.104103272,3.188367593,1.171034439,7.392057161,2.578300778,10.62726364,8.620873864,3.267872383,2.571795306,3.568249034,1.127500403,6.714979514,5.613020605,8.945001534,5.947404356,6.967816267,3.028111289,2.75637346,3.8811724,7.048117019
143.106258396713_16.383848,3.29380493,4.778273963,6.128169668,9.059980508,9.008593138,11.32271711,7.676238713,6.196002006,7.538011184,8.069659261,9.195943027,6.152215088,11.59485033,8.845033728,10.24068217,8.43385659,3.577659546,8.475222751,7.850162776,7.470800708,10.66475455,8.97478316,8.227323136
511.385548272539_25.066637,9.037175865,4.545102127,9.032717214,1.132605132,4.685543847,2.529622733,6.288656019,5.151450431,4.927128788,9.324453369,11.24238038,9.014508815,12.42201246,6.184649372,6.854714115,1.255252061,5.287151177,1.896467286,2.090621825,5.077266406,4.684742836,3.125296937,6.166380806
387.239219087591_17.777624,9.136548326,6.750446409,12.31639163,7.800744511,14.96735764,10.30735124,6.749871387,8.771804799,5.389077488,9.805898636,11.43665097,6.640183651,13.58609347,7.986430137,8.617326052,8.900366931,11.74476657,11.83081311,12.30238298,13.2295154,12.94470452,9.589833433,13.39019402
316.286897431671_25.26523,10.87874039,11.25148352,7.31745073,1.537617117,10.6371723,5.521566084,6.457227996,4.231418191,11.53094509,0.988384074,3.460266079,5.1641539,3.180057334,2.09355868,5.314444432,2.841303889,6.474270887,3.927639235,5.328589264,4.716346917,10.12083095,3.48230443,7.762705022
713.544109411239_26.303123,8.01473301,4.608212399,8.434628604,2.66395581,2.195773374,2.293544763,4.888809555,2.766029601,4.636831565,2.823563707,1.097326325,11.63249182,2.855412082,1.773142118,1.955934891,1.666880791,4.740904113,2.09000453,7.396071801,2.395496004,0.231436886,2.01760413,1.255438159
269.167006028847_21.74734,1.61085202,0.49122535,0.758674444,0.956016636,0.583833438,0.9985322,2.146647817,0.501636838,0.777510294,0.318206236,10.0835864,0.006744634,6.565122885,0.89473483,0.462463751,1.168930233,0.01368165,1.201013519,1.150375081,1.194450244,0.876943105,1.359575066,0.382295031
467.359369269051_25.0562,8.360707814,6.557225306,8.83420194,4.258301626,2.368893572,2.576771791,6.73070324,3.448659963,5.141558541,7.885577764,11.48692983,9.228726071,12.50531692,4.505922854,4.913972183,2.451196092,3.875937972,1.306706094,1.567500874,4.330945491,5.67430258,3.60450973,6.303760604
275.176250342792_17.8582,0.808281198,0.859540791,0.84816692,0.60442664,1.975715437,2.786302587,0.089728549,0.160006943,1.759749626,2.460638854,8.362511076,1.604552349,10.03226037,2.290421995,1.236380862,1.830218445,1.475042887,1.50240304,1.986884505,2.197505426,2.495283663,2.067423559,2.564253407
